channel_i,channel_j,mean,std,n_trials,rank
S2_D5,S5_D8,0.15008439,0.06984030,184,1
S1_D1,S2_D1,0.15007293,0.09159496,184,2
S3_D4,S3_D6,0.14948958,0.06961261,184,3
S2_D2,S3_D6,0.14904492,0.08892978,184,4
S4_D4,S7_D4,0.14773278,0.08651851,184,5
S4_D5,S4_D7,0.14748733,0.07706565,184,6
S3_D4,S4_D5,0.14736247,0.08649896,184,7
S6_D3,S8_D8,0.14599864,0.10089716,184,8
S3_D6,S7_D6,0.14528601,0.07861729,184,9
S1_D3,S2_D2,0.14519709,0.09085243,184,10
S5_D8,S8_D8,0.14505252,0.07284959,184,11
S3_D4,S7_D4,0.14445116,0.07427174,184,12
S7_D7,S8_D7,0.14437060,0.07510807,184,13
S2_D5,S5_D5,0.14423913,0.06776379,184,14
S3_D4,S6_D6,0.14401853,0.05700132,184,15
S2_D2,S6_D3,0.14361764,0.08132067,184,16
S7_D4,S7_D6,0.14338534,0.06515922,184,17
S2_D2,S8_D7,0.14321475,0.06964071,184,18
S2_D1,S5_D8,0.14248016,0.07415931,184,19
S2_D5,S6_D3,0.14225698,0.06799769,184,20
S4_D4,S6_D3,0.14215273,0.07145681,184,21
S5_D5,S6_D3,0.14208493,0.07316066,184,22
S2_D2,S5_D5,0.14201663,0.07222871,184,23
S4_D7,S7_D7,0.14168382,0.05267889,184,24
S3_D6,S4_D4,0.14162162,0.07697281,184,25
S3_D6,S6_D6,0.14153519,0.06964996,184,26
S5_D2,S5_D8,0.14144461,0.08536199,184,27
S4_D7,S5_D8,0.14142917,0.06217645,184,28
S2_D2,S5_D2,0.14133909,0.06899960,184,29
S2_D5,S3_D1,0.14086370,0.07348809,184,30
S3_D4,S4_D7,0.14085776,0.06305741,184,31
S3_D6,S4_D5,0.14073016,0.06705251,184,32
S4_D4,S7_D7,0.13985483,0.05847096,184,33
S2_D2,S8_D5,0.13982096,0.05720398,184,34
S4_D7,S6_D3,0.13981453,0.08656324,184,35
S4_D4,S5_D5,0.13972066,0.07123332,184,36
S2_D1,S5_D5,0.13949922,0.06688435,184,37
S1_D3,S7_D4,0.13931453,0.06613149,184,38
S3_D3,S4_D7,0.13897786,0.06744253,184,39
S4_D7,S5_D5,0.13892202,0.06747343,184,40
S3_D6,S8_D7,0.13868175,0.05814707,184,41
S4_D4,S4_D5,0.13855816,0.05858417,184,42
S3_D3,S7_D6,0.13849530,0.05512618,184,43
S2_D2,S3_D3,0.13811550,0.06689020,184,44
S2_D1,S5_D2,0.13800257,0.05730737,184,45
S4_D4,S5_D2,0.13784796,0.06283972,184,46
S2_D5,S4_D7,0.13768746,0.05785219,184,47
S5_D2,S7_D4,0.13768411,0.06764922,184,48
S3_D4,S6_D3,0.13761953,0.05957970,184,49
S3_D6,S8_D8,0.13750920,0.06883098,184,50
