ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,L,4.02673323,4,4.00000000
Brodmann.9,R,4.01502865,4,4.00000000
Brodmann.8,R,3.98181575,4,4.00000000
Brodmann.9,L,3.01153249,3,3.00000000
Brodmann.10,R,2.95269877,3,3.00000000
Brodmann.46,R,2.03295147,2,2.00000000
Brodmann.10,L,1.98163825,2,2.00000000
Brodmann.46,L,0.99760175,1,1.00000000
