channel_i,channel_j,mean,std,n_trials,rank
S2_D5,S6_D3,0.17373383,0.17713487,186,1
S4_D7,S5_D5,0.16901439,0.17425340,186,2
S5_D8,S8_D8,0.16301438,0.14482877,186,3
S4_D7,S5_D2,0.15773155,0.14620119,186,4
S2_D5,S5_D2,0.15723193,0.12766007,186,5
S8_D5,S8_D8,0.15715203,0.13583112,186,6
S4_D7,S7_D7,0.15692654,0.12444379,186,7
S4_D7,S6_D3,0.15590253,0.16421281,186,8
S4_D7,S5_D8,0.15586226,0.13324246,186,9
S2_D2,S5_D2,0.15570046,0.13222361,186,10
S5_D2,S8_D8,0.15512413,0.14455888,186,11
S3_D4,S6_D3,0.15431724,0.10761691,186,12
S1_D3,S7_D6,0.15426798,0.11674634,186,13
S4_D5,S4_D7,0.15421350,0.10966317,186,14
S4_D4,S6_D3,0.15357649,0.12984142,186,15
S4_D7,S8_D7,0.15334181,0.11663131,186,16
S4_D5,S5_D8,0.15325642,0.14091726,186,17
S2_D2,S3_D3,0.15299734,0.11930897,186,18
S2_D5,S4_D4,0.15299405,0.11899861,186,19
S1_D1,S2_D1,0.15286660,0.12680472,186,20
S2_D2,S3_D6,0.15258670,0.11015235,186,21
S5_D8,S7_D7,0.15257940,0.14041451,186,22
S6_D3,S7_D7,0.15249698,0.13023043,186,23
S2_D5,S3_D4,0.15175000,0.13277875,186,24
S2_D2,S7_D6,0.15156102,0.11691448,186,25
S6_D6,S8_D8,0.15145624,0.13586742,186,26
S2_D2,S6_D3,0.15034434,0.13762181,186,27
S4_D5,S5_D5,0.15034211,0.10019756,186,28
S2_D2,S5_D5,0.15012136,0.14424504,186,29
S2_D5,S5_D5,0.14983894,0.10287253,186,30
S2_D1,S5_D2,0.14933513,0.12063078,186,31
S5_D5,S7_D7,0.14933336,0.12959942,186,32
S3_D4,S6_D6,0.14925712,0.09569164,186,33
S5_D5,S8_D5,0.14891341,0.14603850,186,34
S3_D4,S3_D6,0.14890650,0.11659010,186,35
S2_D5,S5_D8,0.14887469,0.11627696,186,36
S2_D5,S4_D5,0.14857146,0.12109897,186,37
S2_D1,S5_D5,0.14854215,0.11137587,186,38
S2_D1,S8_D7,0.14807010,0.10084276,186,39
S5_D5,S7_D4,0.14790896,0.11147452,186,40
S6_D3,S6_D6,0.14784202,0.12625283,186,41
S4_D4,S5_D2,0.14771347,0.11807302,186,42
S5_D8,S7_D4,0.14745083,0.10676172,186,43
S2_D5,S4_D7,0.14743242,0.11620969,186,44
S4_D4,S5_D5,0.14738861,0.11839318,186,45
S3_D6,S6_D6,0.14714828,0.10265616,186,46
S1_D3,S5_D8,0.14695781,0.13325958,186,47
S6_D6,S7_D6,0.14679626,0.10791141,186,48
S2_D5,S3_D1,0.14677666,0.09975591,186,49
S5_D5,S8_D8,0.14664292,0.14866318,186,50
