ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,L,0.68087915,4,4.00000000
Brodmann.8,R,0.62070339,4,4.00000000
Brodmann.9,R,0.61255391,4,4.00000000
Brodmann.10,R,0.49720443,3,3.00000000
Brodmann.9,L,0.47475751,3,3.00000000
Brodmann.10,L,0.33778122,2,2.00000000
Brodmann.46,R,0.29718414,2,2.00000000
Brodmann.46,L,0.17165259,1,1.00000000
