ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,R,3.95885300,4,4.00000000
Brodmann.9,R,3.84070939,4,4.00000000
Brodmann.8,L,3.77890009,4,4.00000000
Brodmann.9,L,3.05047273,3,3.00000000
Brodmann.10,R,3.02863157,3,3.00000000
Brodmann.10,L,1.96996259,2,2.00000000
Brodmann.46,R,1.89868349,2,2.00000000
Brodmann.46,L,0.92230994,1,1.00000000
