ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,L,0.60534906,4,4.00000000
Brodmann.8,R,0.57727532,4,4.00000000
Brodmann.9,R,0.55945213,4,4.00000000
Brodmann.10,R,0.42163032,3,3.00000000
Brodmann.9,L,0.41768295,3,3.00000000
Brodmann.10,L,0.30803001,2,2.00000000
Brodmann.46,R,0.26213020,2,2.00000000
Brodmann.46,L,0.15478067,1,1.00000000
