ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,R,4.01029969,4,4.00000000
Brodmann.9,R,4.00925195,4,4.00000000
Brodmann.8,L,3.99048394,4,4.00000000
Brodmann.9,L,3.02421642,3,3.00000000
Brodmann.10,R,2.95924342,3,3.00000000
Brodmann.46,R,2.01659120,2,2.00000000
Brodmann.10,L,1.99340016,2,2.00000000
Brodmann.46,L,0.99651366,1,1.00000000
