channel_i,channel_j,mean,std,n_trials,rank
S4_D4,S5_D5,0.05409777,0.02491938,162,1
S4_D4,S8_D5,0.05402736,0.02788833,162,2
S4_D4,S7_D6,0.05392319,0.02637292,162,3
S1_D1,S4_D5,0.05389027,0.02971969,162,4
S1_D1,S2_D2,0.05253539,0.02487447,162,5
S2_D2,S4_D5,0.05252642,0.02806720,162,6
S1_D3,S4_D5,0.05209635,0.02948582,162,7
S4_D4,S7_D4,0.05139607,0.02712668,162,8
S1_D1,S1_D3,0.05099507,0.02546754,162,9
S4_D4,S8_D7,0.05070526,0.03135183,162,10
S3_D1,S4_D5,0.05033652,0.02712246,162,11
S2_D1,S4_D5,0.04981108,0.03105995,162,12
S1_D3,S5_D8,0.04971702,0.02458381,162,13
S5_D5,S7_D6,0.04946343,0.02250997,162,14
S4_D4,S5_D8,0.04940559,0.03028227,162,15
S4_D4,S7_D7,0.04902612,0.02554234,162,16
S4_D4,S6_D6,0.04899959,0.02731480,162,17
S4_D4,S8_D8,0.04871358,0.03492672,162,18
S1_D3,S2_D2,0.04862522,0.02585567,162,19
S5_D5,S5_D8,0.04859747,0.02390521,162,20
S5_D5,S6_D6,0.04855430,0.02363377,162,21
S1_D3,S3_D3,0.04837332,0.02551165,162,22
S1_D1,S8_D7,0.04788056,0.02311797,162,23
S1_D1,S5_D8,0.04782345,0.02154977,162,24
S1_D3,S5_D5,0.04776423,0.02091094,162,25
S1_D1,S3_D3,0.04767691,0.02489377,162,26
S5_D5,S8_D5,0.04764714,0.02082884,162,27
S3_D3,S4_D5,0.04749762,0.02600745,162,28
S3_D6,S7_D6,0.04748524,0.01799508,162,29
S2_D5,S4_D5,0.04738661,0.02886825,162,30
S1_D3,S5_D2,0.04730409,0.02352842,162,31
S5_D2,S5_D5,0.04728009,0.02086219,162,32
S1_D3,S3_D1,0.04710526,0.02787331,162,33
S1_D1,S7_D7,0.04704057,0.01959701,162,34
S4_D5,S5_D5,0.04699418,0.02058046,162,35
S1_D3,S2_D1,0.04699240,0.02856214,162,36
S5_D5,S8_D7,0.04696812,0.02406006,162,37
S3_D4,S4_D5,0.04690360,0.02912880,162,38
S2_D1,S5_D8,0.04686917,0.02588487,162,39
S1_D1,S2_D1,0.04672327,0.02367460,162,40
S4_D5,S4_D7,0.04671650,0.03012294,162,41
S5_D2,S8_D7,0.04671574,0.02661698,162,42
S4_D7,S5_D5,0.04671082,0.02331093,162,43
S3_D6,S4_D5,0.04669695,0.02329681,162,44
S4_D7,S5_D8,0.04657890,0.02202177,162,45
S4_D4,S4_D5,0.04651174,0.02657605,162,46
S4_D7,S8_D7,0.04647523,0.02325880,162,47
S2_D2,S4_D4,0.04646979,0.02025181,162,48
S4_D4,S6_D3,0.04628628,0.02668040,162,49
S1_D1,S5_D5,0.04627208,0.01906110,162,50
