channel_i,channel_j,mean,std,n_trials,rank
S2_D2,S8_D7,0.06016089,0.04570754,88,1
S1_D1,S2_D1,0.05987030,0.05014376,88,2
S7_D6,S8_D7,0.05969572,0.04076633,88,3
S1_D1,S6_D6,0.05966855,0.05069565,88,4
S2_D1,S7_D4,0.05719944,0.04671800,88,5
S2_D2,S8_D8,0.05716843,0.05273985,88,6
S6_D3,S8_D7,0.05638942,0.04328150,88,7
S4_D7,S8_D7,0.05614233,0.04144396,88,8
S3_D6,S8_D7,0.05554074,0.03384616,88,9
S3_D1,S8_D7,0.05544988,0.03996132,88,10
S7_D4,S8_D7,0.05539417,0.04266784,88,11
S2_D2,S8_D5,0.05474925,0.04302715,88,12
S2_D5,S8_D7,0.05469272,0.04997724,88,13
S4_D4,S8_D7,0.05427294,0.03662600,88,14
S3_D3,S8_D7,0.05411627,0.03709990,88,15
S2_D1,S5_D2,0.05396612,0.03622240,88,16
S1_D1,S8_D7,0.05390602,0.03958153,88,17
S1_D1,S7_D7,0.05387655,0.04026613,88,18
S1_D3,S8_D7,0.05355415,0.04058617,88,19
S1_D1,S2_D2,0.05347693,0.03752625,88,20
S7_D7,S8_D7,0.05316032,0.03777422,88,21
S6_D6,S7_D6,0.05292041,0.03257162,88,22
S6_D3,S6_D6,0.05273629,0.03921055,88,23
S1_D1,S7_D4,0.05272996,0.03475244,88,24
S1_D1,S3_D3,0.05217669,0.03688969,88,25
S2_D1,S4_D5,0.05196441,0.03596740,88,26
S6_D3,S7_D6,0.05187621,0.04071156,88,27
S2_D1,S6_D6,0.05186967,0.03490517,88,28
S1_D1,S1_D3,0.05147832,0.03450962,88,29
S2_D1,S3_D1,0.05114697,0.04827845,88,30
S3_D1,S6_D6,0.05108649,0.03928022,88,31
S1_D1,S3_D1,0.05106641,0.04159174,88,32
S1_D1,S4_D5,0.05068401,0.04263708,88,33
S2_D1,S5_D5,0.05065533,0.03692119,88,34
S6_D6,S8_D8,0.05046068,0.04161910,88,35
S5_D5,S8_D7,0.05041109,0.03560561,88,36
S5_D2,S8_D7,0.05034603,0.03776986,88,37
S2_D2,S2_D1,0.05020603,0.03801025,88,38
S2_D1,S3_D3,0.05015077,0.04281740,88,39
S2_D1,S5_D8,0.05009936,0.03965824,88,40
S2_D1,S4_D4,0.05009581,0.03816027,88,41
S1_D3,S2_D1,0.05005362,0.04307786,88,42
S4_D5,S8_D7,0.04971354,0.04214691,88,43
S1_D1,S5_D5,0.04956051,0.03765702,88,44
S6_D6,S8_D7,0.04902129,0.04604086,88,45
S5_D8,S8_D7,0.04884065,0.03693279,88,46
S3_D3,S6_D6,0.04878331,0.03549907,88,47
S3_D6,S6_D6,0.04865124,0.03589088,88,48
S1_D1,S5_D2,0.04841250,0.03900867,88,49
S8_D5,S8_D7,0.04828225,0.04337078,88,50
