channel_i,channel_j,mean,std,n_trials,rank
S4_D7,S7_D7,0.13964425,0.05738083,88,1
S2_D5,S7_D6,0.13933799,0.05316404,88,2
S4_D5,S4_D7,0.13845636,0.04498483,88,3
S6_D3,S7_D7,0.13728733,0.05292561,88,4
S4_D4,S7_D7,0.13717182,0.04814003,88,5
S3_D6,S7_D6,0.13627666,0.04954336,88,6
S2_D1,S5_D2,0.13627233,0.04649328,88,7
S4_D4,S4_D7,0.13540055,0.04012771,88,8
S4_D5,S7_D6,0.13527817,0.04499969,88,9
S2_D1,S5_D5,0.13514690,0.04839685,88,10
S4_D4,S7_D6,0.13464275,0.05145798,88,11
S8_D5,S8_D8,0.13383967,0.05802679,88,12
S2_D5,S7_D7,0.13303426,0.04498860,88,13
S3_D6,S6_D6,0.13264513,0.04510375,88,14
S4_D7,S5_D5,0.13259371,0.04451162,88,15
S3_D3,S3_D6,0.13210963,0.05092859,88,16
S6_D6,S7_D6,0.13210076,0.05651355,88,17
S1_D1,S2_D1,0.13185561,0.05139381,88,18
S7_D6,S8_D7,0.13178481,0.04781437,88,19
S2_D5,S8_D7,0.13150729,0.05193810,88,20
S4_D7,S8_D5,0.13140428,0.04307623,88,21
S3_D4,S3_D6,0.13113736,0.03776258,88,22
S4_D7,S8_D7,0.13108274,0.05616399,88,23
S2_D1,S6_D6,0.13094085,0.06593122,88,24
S3_D4,S5_D2,0.13068919,0.05241375,88,25
S4_D7,S7_D6,0.13063769,0.06061997,88,26
S5_D5,S6_D3,0.13041274,0.04930336,88,27
S2_D5,S3_D6,0.13041185,0.03413569,88,28
S2_D1,S5_D8,0.13038142,0.05375043,88,29
S5_D5,S7_D6,0.13037877,0.05808817,88,30
S2_D1,S2_D5,0.13008666,0.04067766,88,31
S4_D4,S6_D6,0.13004024,0.03947627,88,32
S4_D5,S7_D4,0.13002688,0.03278356,88,33
S3_D4,S6_D3,0.12965643,0.03998503,88,34
S6_D6,S8_D8,0.12959099,0.04865750,88,35
S3_D1,S3_D6,0.12958734,0.03856695,88,36
S3_D1,S7_D6,0.12942770,0.05525633,88,37
S7_D4,S7_D6,0.12920037,0.04339717,88,38
S4_D4,S6_D3,0.12904614,0.04809388,88,39
S3_D1,S6_D6,0.12876493,0.05150460,88,40
S2_D1,S7_D7,0.12861301,0.05318973,88,41
S1_D3,S7_D4,0.12859099,0.04351743,88,42
S4_D4,S5_D5,0.12837876,0.03703126,88,43
S5_D5,S7_D7,0.12827209,0.05502575,88,44
S6_D3,S7_D6,0.12815182,0.06835747,88,45
S3_D6,S8_D7,0.12814610,0.03756662,88,46
S4_D5,S8_D8,0.12780923,0.04795984,88,47
S3_D3,S7_D6,0.12747401,0.04614888,88,48
S4_D5,S5_D5,0.12747166,0.04624730,88,49
S3_D1,S3_D4,0.12742569,0.03497241,88,50
