channel_i,channel_j,mean,std,n_trials,rank
S3_D3,S3_D4,0.04671755,0.00628988,102,1
S3_D3,S7_D4,0.04593528,0.00404988,102,2
S4_D4,S8_D5,0.04589888,0.00532753,102,3
S3_D1,S3_D4,0.04582658,0.00753147,102,4
S2_D1,S5_D2,0.04570716,0.00678695,102,5
S1_D1,S1_D3,0.04570683,0.00581740,102,6
S1_D1,S2_D2,0.04568402,0.00906336,102,7
S1_D3,S3_D3,0.04562897,0.00603588,102,8
S5_D8,S8_D8,0.04561530,0.00780225,102,9
S1_D3,S5_D8,0.04559222,0.00477622,102,10
S3_D6,S7_D6,0.04554635,0.00522239,102,11
S4_D4,S7_D7,0.04550584,0.00568902,102,12
S3_D1,S3_D6,0.04549128,0.00826823,102,13
S1_D3,S5_D2,0.04547728,0.00616329,102,14
S3_D3,S6_D6,0.04541385,0.00489702,102,15
S1_D1,S6_D6,0.04540565,0.00490751,102,16
S2_D5,S7_D7,0.04532440,0.00647757,102,17
S6_D3,S7_D7,0.04526924,0.00619226,102,18
S3_D3,S3_D6,0.04526815,0.00726559,102,19
S3_D1,S4_D4,0.04508146,0.00692044,102,20
S2_D5,S3_D1,0.04507475,0.00763757,102,21
S2_D1,S5_D5,0.04506470,0.00569658,102,22
S7_D4,S7_D6,0.04499401,0.00632986,102,23
S2_D2,S5_D5,0.04499048,0.00692391,102,24
S7_D4,S8_D7,0.04498985,0.00675665,102,25
S3_D4,S6_D6,0.04498637,0.00775863,102,26
S3_D3,S7_D6,0.04498157,0.00703874,102,27
S7_D4,S8_D8,0.04497259,0.00583360,102,28
S2_D2,S3_D1,0.04496583,0.00675469,102,29
S4_D7,S7_D7,0.04488344,0.00511737,102,30
S8_D7,S8_D8,0.04486740,0.00761240,102,31
S5_D5,S5_D8,0.04480144,0.00807546,102,32
S2_D5,S7_D6,0.04476989,0.00702899,102,33
S4_D4,S5_D5,0.04475243,0.00650740,102,34
S4_D7,S8_D8,0.04473780,0.00712067,102,35
S1_D1,S4_D4,0.04472001,0.00779830,102,36
S4_D7,S8_D5,0.04471798,0.00575741,102,37
S4_D4,S4_D7,0.04471498,0.00558329,102,38
S7_D6,S8_D5,0.04470844,0.00730597,102,39
S5_D2,S5_D5,0.04468706,0.00697216,102,40
S3_D1,S7_D4,0.04467820,0.00694064,102,41
S2_D2,S2_D5,0.04467703,0.00808433,102,42
S3_D4,S3_D6,0.04465831,0.00613981,102,43
S2_D2,S3_D4,0.04465554,0.00726418,102,44
S5_D2,S8_D8,0.04465441,0.00796579,102,45
S4_D7,S8_D7,0.04464932,0.00904888,102,46
S4_D5,S5_D5,0.04464485,0.00744009,102,47
S7_D6,S7_D7,0.04455251,0.00855486,102,48
S3_D3,S6_D3,0.04454684,0.00670880,102,49
S2_D1,S2_D5,0.04454003,0.00674681,102,50
