channel_i,channel_j,mean,std,n_trials,rank
S1_D1,S2_D1,0.14426361,0.04391462,149,1
S2_D2,S8_D7,0.13973397,0.04041845,149,2
S3_D4,S3_D6,0.13633034,0.03319651,149,3
S2_D2,S3_D3,0.13577443,0.03910109,149,4
S4_D5,S4_D7,0.13575569,0.04044231,149,5
S4_D5,S5_D5,0.13573070,0.03804519,149,6
S3_D6,S8_D8,0.13547544,0.04131613,149,7
S6_D6,S7_D6,0.13525777,0.03240519,149,8
S3_D6,S7_D6,0.13495180,0.02457034,149,9
S7_D7,S8_D7,0.13481352,0.04632134,149,10
S1_D1,S3_D6,0.13472588,0.04702099,149,11
S5_D8,S8_D8,0.13427794,0.02787763,149,12
S2_D2,S3_D6,0.13388540,0.03373108,149,13
S4_D7,S8_D7,0.13373262,0.03769211,149,14
S7_D4,S7_D6,0.13324371,0.02829774,149,15
S4_D4,S6_D3,0.13318838,0.03788680,149,16
S3_D6,S7_D4,0.13266620,0.02916723,149,17
S3_D6,S6_D6,0.13224848,0.02763811,149,18
S3_D4,S6_D3,0.13169242,0.02421959,149,19
S8_D7,S8_D8,0.13155954,0.02715634,149,20
S2_D1,S7_D6,0.13152769,0.03804227,149,21
S3_D4,S6_D6,0.13145475,0.02827685,149,22
S2_D1,S4_D5,0.13136443,0.04050434,149,23
S2_D5,S4_D4,0.13134786,0.02440955,149,24
S4_D5,S7_D4,0.13117337,0.02064314,149,25
S2_D5,S6_D3,0.13098176,0.03122228,149,26
S4_D4,S7_D7,0.13087860,0.02609299,149,27
S8_D5,S8_D8,0.13083556,0.02429280,149,28
S3_D3,S6_D6,0.13053517,0.02749148,149,29
S3_D1,S3_D6,0.13049208,0.01951733,149,30
S3_D1,S6_D3,0.13031596,0.02186758,149,31
S6_D3,S7_D7,0.12994352,0.02289288,149,32
S3_D6,S8_D7,0.12989351,0.02814810,149,33
S3_D3,S6_D3,0.12988597,0.03276006,149,34
S5_D5,S6_D3,0.12969032,0.02601643,149,35
S1_D1,S5_D2,0.12960994,0.04434080,149,36
S2_D1,S5_D2,0.12960766,0.05518457,149,37
S4_D7,S5_D5,0.12929261,0.02946201,149,38
S2_D5,S3_D6,0.12922220,0.02668048,149,39
S2_D2,S2_D1,0.12921533,0.04245660,149,40
S3_D4,S5_D8,0.12918913,0.02986652,149,41
S4_D4,S7_D6,0.12915906,0.02666260,149,42
S1_D1,S4_D5,0.12912074,0.03775920,149,43
S8_D5,S8_D7,0.12906165,0.02322441,149,44
S3_D4,S4_D7,0.12904985,0.02967891,149,45
S3_D3,S3_D4,0.12878065,0.02819632,149,46
S5_D8,S6_D3,0.12877969,0.03182591,149,47
S4_D5,S8_D7,0.12877946,0.03257311,149,48
S4_D5,S5_D8,0.12855951,0.02619053,149,49
S5_D8,S8_D7,0.12846699,0.02989466,149,50
