ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.9,R,4.12406265,4,4.00000000
Brodmann.8,R,3.88417262,4,4.00000000
Brodmann.8,L,3.87548930,4,4.00000000
Brodmann.10,R,3.00760650,3,3.00000000
Brodmann.9,L,2.96049804,3,3.00000000
Brodmann.10,L,2.12454295,2,2.00000000
Brodmann.46,R,2.07649362,2,2.00000000
Brodmann.46,L,0.94713438,1,1.00000000
