channel_i,channel_j,mean,std,n_trials,rank
S4_D5,S4_D7,0.21898632,0.15510893,172,1
S2_D2,S8_D7,0.21665828,0.16039869,172,2
S3_D4,S6_D6,0.21061055,0.15015736,172,3
S2_D2,S8_D5,0.20361444,0.14052160,172,4
S3_D6,S7_D4,0.20319186,0.11690583,172,5
S3_D4,S3_D6,0.20253529,0.13279356,172,6
S3_D4,S7_D4,0.20130923,0.13070883,172,7
S4_D5,S8_D7,0.20112877,0.14473467,172,8
S7_D4,S7_D6,0.20009091,0.12490651,172,9
S5_D8,S7_D4,0.19935210,0.12826318,172,10
S3_D3,S7_D4,0.19917230,0.14070566,172,11
S4_D4,S7_D4,0.19897814,0.14732407,172,12
S2_D5,S7_D6,0.19893570,0.11704966,172,13
S2_D2,S3_D6,0.19886988,0.11976252,172,14
S2_D2,S5_D8,0.19846165,0.12835278,172,15
S3_D6,S5_D8,0.19817029,0.13195033,172,16
S3_D3,S6_D6,0.19760332,0.15084520,172,17
S3_D6,S6_D6,0.19703467,0.13536078,172,18
S7_D4,S8_D5,0.19668105,0.12486339,172,19
S4_D4,S6_D3,0.19641972,0.13924457,172,20
S2_D2,S5_D2,0.19631372,0.14371490,172,21
S1_D3,S6_D6,0.19597580,0.13943052,172,22
S4_D4,S8_D7,0.19566081,0.13126740,172,23
S2_D1,S7_D6,0.19564459,0.14606567,172,24
S1_D1,S6_D6,0.19468321,0.14593416,172,25
S3_D1,S6_D3,0.19467455,0.12339156,172,26
S3_D4,S6_D3,0.19414057,0.12804094,172,27
S3_D6,S8_D7,0.19378342,0.14172567,172,28
S4_D4,S7_D7,0.19338733,0.12527736,172,29
S2_D5,S5_D8,0.19337319,0.12218833,172,30
S2_D2,S6_D3,0.19304991,0.14574674,172,31
S8_D7,S8_D8,0.19269146,0.11901111,172,32
S3_D4,S4_D5,0.19261394,0.12561609,172,33
S4_D5,S7_D4,0.19250944,0.13312723,172,34
S1_D3,S7_D4,0.19250906,0.13079137,172,35
S3_D1,S7_D4,0.19226229,0.15017335,172,36
S2_D2,S3_D3,0.19179337,0.11407236,172,37
S3_D6,S7_D6,0.19162762,0.11022479,172,38
S3_D3,S7_D6,0.19130056,0.11458732,172,39
S3_D3,S4_D4,0.19128868,0.14849217,172,40
S4_D4,S5_D2,0.19103548,0.11670709,172,41
S1_D1,S3_D4,0.18983088,0.14572823,172,42
S3_D1,S4_D7,0.18949129,0.12998383,172,43
S4_D7,S7_D4,0.18945152,0.11519951,172,44
S1_D1,S4_D5,0.18896948,0.11996001,172,45
S1_D3,S7_D7,0.18870743,0.12952811,172,46
S2_D5,S3_D4,0.18861367,0.11676291,172,47
S1_D3,S8_D5,0.18797751,0.16539758,172,48
S4_D4,S5_D5,0.18779665,0.11446054,172,49
S4_D7,S8_D5,0.18773307,0.11285217,172,50
