channel_i,channel_j,mean,std,n_trials,rank
S3_D4,S3_D6,0.12984484,0.02858054,98,1
S4_D5,S4_D7,0.12967123,0.03430542,98,2
S3_D6,S6_D6,0.12638420,0.02843903,98,3
S3_D4,S6_D6,0.12629753,0.03334829,98,4
S4_D4,S4_D5,0.12518261,0.02345296,98,5
S6_D6,S7_D6,0.12513290,0.02459575,98,6
S5_D8,S8_D8,0.12507829,0.02173035,98,7
S8_D5,S8_D8,0.12401799,0.02206935,98,8
S4_D4,S6_D3,0.12401056,0.03657776,98,9
S7_D4,S7_D6,0.12395490,0.02730284,98,10
S2_D2,S3_D6,0.12381279,0.02956490,98,11
S4_D5,S7_D4,0.12357707,0.01956259,98,12
S2_D5,S7_D6,0.12350937,0.02574300,98,13
S4_D4,S5_D5,0.12345389,0.03126581,98,14
S3_D4,S6_D3,0.12344699,0.02247850,98,15
S4_D7,S5_D5,0.12343118,0.02667221,98,16
S3_D3,S3_D4,0.12340792,0.01972185,98,17
S4_D4,S8_D8,0.12327741,0.02502479,98,18
S2_D5,S5_D8,0.12285399,0.03201978,98,19
S2_D5,S3_D6,0.12266810,0.02435650,98,20
S4_D4,S4_D7,0.12252168,0.01944434,98,21
S2_D2,S8_D7,0.12226994,0.03732745,98,22
S3_D6,S7_D6,0.12226967,0.02086224,98,23
S4_D4,S7_D7,0.12217753,0.02123131,98,24
S8_D7,S8_D8,0.12211493,0.02561872,98,25
S2_D1,S5_D5,0.12193157,0.02523592,98,26
S4_D5,S7_D6,0.12190314,0.02712389,98,27
S3_D3,S7_D4,0.12183136,0.02651321,98,28
S5_D5,S7_D4,0.12183048,0.02083328,98,29
S6_D6,S8_D8,0.12182080,0.02658243,98,30
S5_D5,S6_D3,0.12179993,0.02890661,98,31
S4_D4,S7_D4,0.12156440,0.02004990,98,32
S2_D1,S5_D2,0.12152343,0.02047431,98,33
S5_D5,S8_D5,0.12151539,0.01877162,98,34
S5_D5,S5_D8,0.12151261,0.01667113,98,35
S1_D1,S2_D1,0.12146576,0.03401886,98,36
S6_D3,S7_D7,0.12138713,0.02247410,98,37
S3_D4,S4_D4,0.12138350,0.02341362,98,38
S4_D5,S5_D5,0.12126640,0.02357359,98,39
S2_D2,S7_D4,0.12116908,0.02506488,98,40
S4_D7,S7_D7,0.12115050,0.01982841,98,41
S4_D4,S8_D7,0.12112543,0.02584542,98,42
S3_D3,S7_D7,0.12098576,0.02600249,98,43
S5_D5,S6_D6,0.12093100,0.02611841,98,44
S1_D3,S3_D3,0.12079914,0.02607362,98,45
S5_D5,S8_D7,0.12075977,0.02903479,98,46
S1_D1,S4_D5,0.12068605,0.02292383,98,47
S2_D5,S3_D4,0.12033582,0.02820330,98,48
S1_D1,S3_D6,0.12031844,0.02558676,98,49
S3_D1,S6_D3,0.12018403,0.02813335,98,50
