ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,R,0.14465720,4,4.00000000
Brodmann.8,L,0.13576392,4,4.00000000
Brodmann.9,R,0.12512245,4,4.00000000
Brodmann.10,R,0.11446358,3,3.00000000
Brodmann.9,L,0.10208063,3,3.00000000
Brodmann.10,L,0.07606801,2,2.00000000
Brodmann.46,R,0.06396931,2,2.00000000
Brodmann.46,L,0.03772423,1,1.00000000
