ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,L,0.12912272,4,4.00000000
Brodmann.8,R,0.12859581,4,4.00000000
Brodmann.9,R,0.12312556,4,4.00000000
Brodmann.10,R,0.11337898,3,3.00000000
Brodmann.9,L,0.10386410,3,3.00000000
Brodmann.10,L,0.07534889,2,2.00000000
Brodmann.46,R,0.06624962,2,2.00000000
Brodmann.46,L,0.03162063,1,1.00000000
