ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,L,0.69283275,4,4.00000000
Brodmann.8,R,0.66702380,4,4.00000000
Brodmann.9,R,0.65658651,4,4.00000000
Brodmann.10,R,0.49320736,3,3.00000000
Brodmann.9,L,0.49020325,3,3.00000000
Brodmann.10,L,0.35897542,2,2.00000000
Brodmann.46,R,0.30898774,2,2.00000000
Brodmann.46,L,0.17428757,1,1.00000000
