ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.9,R,4.01822316,4,4.00000000
Brodmann.8,R,4.00742858,4,4.00000000
Brodmann.8,L,3.99070608,4,4.00000000
Brodmann.9,L,3.00877607,3,3.00000000
Brodmann.10,R,2.97768026,3,3.00000000
Brodmann.46,R,2.00923782,2,2.00000000
Brodmann.10,L,2.00042945,2,2.00000000
Brodmann.46,L,0.98751825,1,1.00000000
