ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.9,R,4.02115662,4,4.00000000
Brodmann.8,R,4.02095771,4,4.00000000
Brodmann.8,L,3.98513257,4,4.00000000
Brodmann.9,L,3.01403248,3,3.00000000
Brodmann.10,R,2.98226809,3,3.00000000
Brodmann.10,L,2.00151068,2,2.00000000
Brodmann.46,R,1.99330271,2,2.00000000
Brodmann.46,L,0.98163921,1,1.00000000
