channel_i,channel_j,mean,std,n_trials,rank
S2_D2,S8_D7,0.00029634,0.00071468,163,1
S5_D5,S8_D7,0.00029167,0.00055987,163,2
S1_D3,S4_D5,0.00027631,0.00058583,163,3
S1_D3,S8_D8,0.00026995,0.00058949,163,4
S1_D1,S2_D2,0.00025888,0.00051722,163,5
S5_D2,S5_D5,0.00025815,0.00058456,163,6
S5_D5,S6_D3,0.00025646,0.00052616,163,7
S5_D2,S8_D5,0.00025617,0.00054143,163,8
S2_D1,S3_D1,0.00025486,0.00050831,163,9
S5_D5,S8_D5,0.00025483,0.00051334,163,10
S1_D3,S8_D7,0.00025342,0.00053519,163,11
S2_D2,S4_D4,0.00025216,0.00053865,163,12
S5_D2,S8_D7,0.00025158,0.00047624,163,13
S6_D3,S6_D6,0.00025102,0.00048038,163,14
S6_D3,S7_D7,0.00024995,0.00045152,163,15
S6_D6,S8_D7,0.00024679,0.00059354,163,16
S2_D1,S5_D8,0.00024160,0.00064251,163,17
S5_D5,S7_D6,0.00023941,0.00046021,163,18
S1_D1,S3_D6,0.00023854,0.00050503,163,19
S4_D5,S8_D5,0.00023704,0.00046678,163,20
S5_D2,S6_D6,0.00023644,0.00053540,163,21
S2_D5,S8_D7,0.00023578,0.00041774,163,22
S3_D3,S6_D6,0.00023572,0.00052697,163,23
S4_D7,S5_D2,0.00023562,0.00061448,163,24
S6_D6,S7_D6,0.00023496,0.00046157,163,25
S1_D1,S4_D7,0.00023410,0.00042622,163,26
S1_D3,S5_D5,0.00023401,0.00047851,163,27
S5_D5,S7_D4,0.00023342,0.00047237,163,28
S4_D7,S8_D5,0.00023211,0.00050228,163,29
S1_D1,S7_D4,0.00023193,0.00045351,163,30
S5_D2,S8_D8,0.00023185,0.00052111,163,31
S2_D5,S7_D7,0.00023147,0.00048473,163,32
S6_D6,S7_D4,0.00023091,0.00052087,163,33
S2_D2,S3_D1,0.00023086,0.00060493,163,34
S3_D1,S3_D3,0.00023036,0.00052693,163,35
S2_D1,S8_D5,0.00023033,0.00045066,163,36
S1_D1,S5_D8,0.00022963,0.00049004,163,37
S2_D1,S8_D7,0.00022858,0.00042029,163,38
S1_D1,S5_D2,0.00022748,0.00042508,163,39
S4_D5,S5_D5,0.00022747,0.00043524,163,40
S2_D5,S8_D5,0.00022704,0.00055396,163,41
S5_D5,S8_D8,0.00022664,0.00056632,163,42
S2_D1,S5_D5,0.00022640,0.00045128,163,43
S3_D1,S3_D6,0.00022491,0.00046664,163,44
S4_D5,S8_D7,0.00022364,0.00040578,163,45
S5_D2,S7_D7,0.00022291,0.00045902,163,46
S2_D2,S5_D8,0.00022267,0.00047600,163,47
S3_D1,S3_D4,0.00022240,0.00046908,163,48
S2_D5,S3_D4,0.00022191,0.00045114,163,49
S3_D1,S8_D7,0.00022131,0.00040783,163,50
