ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,R,4.02919793,4,4.00000000
Brodmann.8,L,3.99104333,4,4.00000000
Brodmann.9,R,3.98660558,4,4.00000000
Brodmann.9,L,3.00389933,3,3.00000000
Brodmann.10,R,2.98173969,3,3.00000000
Brodmann.46,R,2.02199757,2,2.00000000
Brodmann.10,L,1.99482041,2,2.00000000
Brodmann.46,L,0.99069661,1,1.00000000
