ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,R,0.24518619,4,4.00000000
Brodmann.8,L,0.22654452,4,4.00000000
Brodmann.9,R,0.17055792,4,4.00000000
Brodmann.10,R,0.15853234,3,3.00000000
Brodmann.9,L,0.12519143,3,3.00000000
Brodmann.46,R,0.10790356,2,2.00000000
Brodmann.10,L,0.08599445,2,2.00000000
Brodmann.46,L,0.03287413,1,1.00000000
