channel_i,channel_j,mean,std,n_trials,rank
S1_D1,S2_D2,0.04735183,0.00934618,184,1
S2_D5,S7_D7,0.04621362,0.00579324,184,2
S4_D7,S8_D7,0.04593591,0.00557070,184,3
S1_D3,S2_D2,0.04580679,0.00815496,184,4
S8_D5,S8_D7,0.04579132,0.00550863,184,5
S7_D7,S8_D7,0.04572242,0.00693811,184,6
S3_D3,S3_D4,0.04563317,0.00571047,184,7
S1_D1,S3_D1,0.04537509,0.00519967,184,8
S7_D4,S7_D6,0.04532150,0.00483072,184,9
S5_D5,S7_D6,0.04521278,0.00739414,184,10
S3_D4,S3_D6,0.04520094,0.00587819,184,11
S3_D6,S6_D6,0.04518109,0.00550772,184,12
S4_D4,S8_D5,0.04516953,0.00427095,184,13
S2_D5,S7_D6,0.04514858,0.00718679,184,14
S3_D1,S3_D6,0.04512107,0.00528045,184,15
S3_D3,S3_D6,0.04511926,0.00680012,184,16
S8_D7,S8_D8,0.04504036,0.00600745,184,17
S7_D6,S7_D7,0.04500334,0.00608083,184,18
S6_D3,S7_D7,0.04500330,0.00498121,184,19
S3_D3,S6_D3,0.04498573,0.00765933,184,20
S4_D7,S7_D7,0.04498284,0.00472440,184,21
S2_D2,S3_D1,0.04496680,0.00573984,184,22
S2_D5,S3_D1,0.04489432,0.00608342,184,23
S5_D5,S7_D7,0.04488487,0.00804989,184,24
S5_D5,S5_D8,0.04487476,0.00590708,184,25
S3_D6,S7_D6,0.04486274,0.00668960,184,26
S1_D1,S3_D3,0.04483637,0.00860627,184,27
S3_D1,S3_D3,0.04483293,0.00509671,184,28
S3_D3,S7_D6,0.04482045,0.00646069,184,29
S5_D5,S8_D5,0.04480086,0.00684516,184,30
S4_D7,S5_D8,0.04476188,0.00811876,184,31
S1_D1,S1_D3,0.04475390,0.00642925,184,32
S3_D1,S4_D4,0.04474511,0.00682014,184,33
S7_D6,S8_D5,0.04474243,0.00853488,184,34
S5_D2,S8_D5,0.04473163,0.00644245,184,35
S5_D2,S5_D5,0.04470731,0.00519475,184,36
S5_D8,S8_D7,0.04467559,0.00599399,184,37
S7_D4,S8_D7,0.04464378,0.00610167,184,38
S7_D4,S8_D8,0.04458467,0.00497552,184,39
S1_D1,S5_D5,0.04457114,0.00763190,184,40
S7_D4,S8_D5,0.04455685,0.00577074,184,41
S2_D2,S3_D3,0.04455540,0.00590953,184,42
S4_D7,S7_D4,0.04454922,0.00593528,184,43
S3_D3,S6_D6,0.04453579,0.00746737,184,44
S1_D3,S2_D5,0.04453019,0.00490251,184,45
S1_D3,S5_D5,0.04452166,0.00529185,184,46
S1_D1,S4_D5,0.04450729,0.00787413,184,47
S3_D6,S8_D7,0.04447166,0.00614415,184,48
S6_D6,S8_D8,0.04447121,0.00711176,184,49
S3_D1,S3_D4,0.04441958,0.00521289,184,50
