channel_i,channel_j,mean,std,n_trials,rank
S3_D3,S7_D4,0.00215810,0.01454848,97,1
S2_D1,S3_D4,0.00134964,0.00881871,97,2
S7_D6,S8_D7,0.00118749,0.00530796,97,3
S6_D6,S8_D7,0.00083941,0.00601573,97,4
S2_D1,S5_D5,0.00075559,0.00815398,97,5
S4_D7,S5_D2,0.00074605,0.00451297,97,6
S1_D1,S8_D5,0.00063148,0.00490314,97,7
S5_D5,S7_D4,0.00055680,0.00408564,97,8
S2_D1,S6_D3,0.00053449,0.00509720,97,9
S7_D4,S7_D7,0.00050460,0.00386987,97,10
S2_D5,S4_D4,0.00047504,0.00206698,97,11
S6_D3,S7_D6,0.00046853,0.00319666,97,12
S3_D4,S4_D4,0.00045768,0.00409261,97,13
S3_D6,S6_D3,0.00045576,0.00228436,97,14
S7_D7,S8_D7,0.00044968,0.00240932,97,15
S1_D1,S6_D3,0.00044387,0.00367601,97,16
S1_D3,S2_D2,0.00039641,0.00269874,97,17
S6_D6,S7_D4,0.00038356,0.00356546,97,18
S2_D2,S5_D5,0.00038110,0.00225225,97,19
S2_D1,S8_D7,0.00035777,0.00186917,97,20
S2_D1,S3_D6,0.00034244,0.00200343,97,21
S4_D7,S8_D7,0.00032728,0.00129599,97,22
S1_D1,S8_D7,0.00031964,0.00245682,97,23
S6_D6,S8_D5,0.00029636,0.00293953,97,24
S5_D8,S7_D4,0.00028564,0.00226495,97,25
S4_D7,S7_D6,0.00027221,0.00172646,97,26
S1_D1,S3_D1,0.00025041,0.00181418,97,27
S1_D3,S4_D4,0.00023587,0.00272253,97,28
S5_D2,S8_D8,0.00023421,0.00197174,97,29
S7_D6,S7_D7,0.00023325,0.00179147,97,30
S1_D1,S3_D3,0.00022936,0.00188012,97,31
S5_D2,S7_D6,0.00022366,0.00120092,97,32
S7_D4,S8_D7,0.00022217,0.00245882,97,33
S1_D1,S2_D1,0.00022004,0.00112527,97,34
S3_D3,S4_D7,0.00021928,0.00142228,97,35
S2_D5,S3_D3,0.00020424,0.00244880,97,36
S3_D4,S5_D2,0.00019650,0.00199888,97,37
S2_D2,S7_D4,0.00019125,0.00157714,97,38
S2_D1,S4_D4,0.00016812,0.00106488,97,39
S2_D2,S5_D2,0.00016566,0.00117692,97,40
S3_D6,S8_D7,0.00015892,0.00110252,97,41
S3_D1,S7_D6,0.00015611,0.00104886,97,42
S4_D5,S7_D4,0.00015460,0.00108216,97,43
S3_D1,S5_D8,0.00015186,0.00129377,97,44
S2_D1,S4_D7,0.00015143,0.00104010,97,45
S4_D5,S6_D6,0.00013827,0.00171985,97,46
S3_D6,S4_D4,0.00013518,0.00112794,97,47
S8_D5,S8_D8,0.00013447,0.00150314,97,48
S7_D6,S8_D8,0.00013133,0.00114348,97,49
S1_D1,S4_D4,0.00012900,0.00133199,97,50
