channel,mean,std,n_trials,n_subjects,rank
S1_D1,0.15298699,0.07574674,96,53,12
S1_D3,0.18552773,0.11959161,96,53,1
S2_D2,0.14564686,0.07338186,96,53,15
S2_D1,0.15356894,0.04588518,96,53,10
S2_D5,0.14297712,0.10530520,96,53,18
S3_D1,0.14852403,0.04120748,96,53,13
S3_D3,0.13410933,0.03632405,96,53,23
S3_D4,0.14411342,0.06562600,96,53,17
S3_D6,0.18346407,0.13949715,96,53,2
S4_D4,0.16220780,0.13364628,96,53,8
S4_D5,0.13529161,0.05988690,96,53,22
S4_D7,0.17726041,0.14674930,96,53,3
S5_D2,0.15351981,0.07314981,96,53,11
S5_D5,0.14766592,0.04849781,96,53,14
S5_D8,0.13882175,0.05541570,96,53,21
S6_D3,0.17034359,0.07618523,96,53,4
S6_D6,0.13951053,0.03834234,96,53,20
S7_D4,0.16368745,0.09939355,96,53,7
S7_D6,0.16838674,0.11393490,96,53,6
S7_D7,0.14520182,0.04939242,96,53,16
S8_D5,0.16867614,0.08490263,96,53,5
S8_D7,0.15877794,0.09258933,96,53,9
S8_D8,0.14194837,0.04442795,96,53,19
