channel_i,channel_j,mean,std,n_trials,rank
S5_D5,S5_D8,0.04922374,0.01619747,163,1
S1_D3,S4_D4,0.04892887,0.01298025,163,2
S2_D2,S4_D4,0.04874405,0.01296216,163,3
S4_D4,S5_D8,0.04859174,0.01853808,163,4
S3_D6,S5_D8,0.04853444,0.01642341,163,5
S3_D6,S6_D6,0.04803917,0.01128667,163,6
S3_D6,S7_D6,0.04773271,0.01283575,163,7
S1_D1,S1_D3,0.04762676,0.01474196,163,8
S4_D4,S4_D7,0.04758283,0.01467749,163,9
S4_D4,S4_D5,0.04747673,0.01650223,163,10
S5_D5,S8_D5,0.04723803,0.01443443,163,11
S1_D3,S6_D3,0.04721005,0.01453472,163,12
S1_D3,S5_D8,0.04713409,0.01797252,163,13
S2_D5,S4_D4,0.04698941,0.01316966,163,14
S3_D6,S8_D7,0.04696311,0.01387320,163,15
S5_D8,S8_D8,0.04696305,0.01508391,163,16
S3_D6,S7_D4,0.04695962,0.01417624,163,17
S1_D1,S4_D4,0.04689195,0.01551764,163,18
S4_D4,S8_D5,0.04685393,0.01439131,163,19
S5_D2,S8_D5,0.04680736,0.01219252,163,20
S4_D4,S7_D7,0.04679942,0.01930649,163,21
S5_D2,S5_D8,0.04669225,0.01565750,163,22
S5_D8,S6_D3,0.04662780,0.01781738,163,23
S2_D1,S5_D5,0.04656525,0.01523643,163,24
S3_D6,S8_D5,0.04653750,0.01708534,163,25
S3_D6,S6_D3,0.04648576,0.01686395,163,26
S4_D7,S5_D8,0.04647994,0.01284016,163,27
S1_D3,S2_D2,0.04644737,0.01162860,163,28
S8_D5,S8_D8,0.04623064,0.01422831,163,29
S1_D1,S4_D5,0.04608173,0.01725482,163,30
S4_D4,S5_D5,0.04606456,0.01619537,163,31
S1_D3,S5_D5,0.04604217,0.01605163,163,32
S1_D3,S2_D5,0.04601628,0.01173295,163,33
S3_D6,S7_D7,0.04590060,0.01266786,163,34
S1_D3,S5_D2,0.04589540,0.01175253,163,35
S4_D7,S7_D7,0.04588384,0.01429571,163,36
S5_D5,S8_D7,0.04588154,0.01509552,163,37
S5_D2,S5_D5,0.04587121,0.01480729,163,38
S3_D1,S4_D4,0.04582921,0.01364693,163,39
S5_D8,S7_D4,0.04570860,0.01552293,163,40
S2_D5,S5_D8,0.04570327,0.01285825,163,41
S3_D6,S8_D8,0.04566756,0.01413648,163,42
S2_D1,S5_D8,0.04565759,0.01547028,163,43
S2_D2,S5_D5,0.04563719,0.01483670,163,44
S2_D5,S5_D2,0.04562255,0.01226827,163,45
S2_D2,S5_D8,0.04559453,0.01543383,163,46
S1_D1,S8_D7,0.04556614,0.01297594,163,47
S3_D3,S5_D8,0.04555559,0.01768176,163,48
S1_D1,S4_D7,0.04552916,0.01332395,163,49
S1_D3,S8_D5,0.04548427,0.01391405,163,50
