ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,R,5.45580709,4,4.00000000
Brodmann.8,L,5.45063971,4,4.00000000
Brodmann.9,R,5.35724593,4,4.00000000
Brodmann.10,R,4.30704368,3,3.00000000
Brodmann.9,L,4.08825482,3,3.00000000
Brodmann.10,L,2.77401054,2,2.00000000
Brodmann.46,R,2.64419651,2,2.00000000
Brodmann.46,L,1.38086259,1,1.00000000
