channel_i,channel_j,mean,std,n_trials,rank
S3_D4,S6_D6,0.18344478,0.14346148,96,1
S3_D3,S8_D7,0.17892238,0.14168471,96,2
S2_D2,S8_D7,0.17498939,0.11231251,96,3
S6_D3,S7_D7,0.17216350,0.12066282,96,4
S4_D4,S5_D5,0.17207229,0.10060386,96,5
S4_D4,S4_D5,0.17098898,0.09640030,96,6
S3_D3,S7_D4,0.17036706,0.09150091,96,7
S4_D5,S4_D7,0.17019437,0.09536950,96,8
S1_D1,S2_D5,0.16840322,0.09596547,96,9
S3_D4,S3_D6,0.16797696,0.08877140,96,10
S2_D2,S7_D4,0.16515687,0.09037253,96,11
S3_D4,S6_D3,0.16456348,0.10750449,96,12
S4_D4,S7_D7,0.16453087,0.08851824,96,13
S4_D4,S6_D3,0.16441375,0.08390405,96,14
S2_D2,S8_D5,0.16439335,0.10419475,96,15
S4_D5,S5_D8,0.16425975,0.11749368,96,16
S2_D1,S6_D3,0.16420947,0.11001447,96,17
S5_D5,S5_D8,0.16394456,0.10289399,96,18
S1_D3,S4_D5,0.16370039,0.13789411,96,19
S2_D5,S6_D3,0.16314410,0.11016472,96,20
S4_D7,S6_D3,0.16266577,0.11851242,96,21
S2_D5,S7_D6,0.16225128,0.09196965,96,22
S4_D4,S4_D7,0.16217583,0.09455933,96,23
S2_D2,S4_D4,0.16213973,0.13270876,96,24
S3_D3,S4_D4,0.16197746,0.09851105,96,25
S4_D4,S5_D8,0.16190261,0.09700904,96,26
S4_D5,S5_D5,0.16144229,0.08631752,96,27
S2_D1,S5_D2,0.16122274,0.10049386,96,28
S2_D5,S3_D4,0.16064125,0.11155713,96,29
S3_D3,S5_D5,0.15974875,0.10225884,96,30
S3_D4,S8_D7,0.15924603,0.11759440,96,31
S5_D2,S8_D8,0.15914781,0.10322534,96,32
S3_D3,S3_D4,0.15896398,0.09736262,96,33
S4_D5,S7_D6,0.15845366,0.08574130,96,34
S5_D8,S8_D5,0.15822084,0.10614814,96,35
S3_D1,S7_D4,0.15812808,0.09070604,96,36
S2_D1,S7_D7,0.15797497,0.09695819,96,37
S2_D2,S3_D3,0.15789393,0.08711793,96,38
S1_D3,S8_D7,0.15762036,0.08825118,96,39
S6_D6,S7_D6,0.15718700,0.10171800,96,40
S6_D6,S7_D4,0.15694894,0.10817792,96,41
S3_D6,S7_D6,0.15681264,0.07740624,96,42
S4_D4,S7_D6,0.15658000,0.07452419,96,43
S2_D2,S2_D1,0.15645753,0.08234708,96,44
S3_D1,S7_D6,0.15634087,0.09774250,96,45
S2_D5,S3_D6,0.15622547,0.08592748,96,46
S3_D6,S5_D8,0.15565321,0.09659494,96,47
S8_D5,S8_D8,0.15558758,0.10035355,96,48
S5_D5,S8_D7,0.15523262,0.09225184,96,49
S3_D6,S7_D4,0.15463057,0.08207213,96,50
