channel_i,channel_j,mean,std,n_trials,rank
S8_D7,S8_D8,0.04554644,0.00543759,187,1
S7_D4,S7_D6,0.04550825,0.00423185,187,2
S4_D4,S8_D5,0.04545103,0.00450275,187,3
S1_D1,S2_D2,0.04535322,0.00814082,187,4
S3_D3,S7_D6,0.04530849,0.00580872,187,5
S4_D4,S7_D7,0.04530338,0.00497253,187,6
S2_D2,S5_D5,0.04525172,0.00537546,187,7
S2_D5,S7_D6,0.04524584,0.00551141,187,8
S3_D6,S6_D6,0.04521614,0.00561316,187,9
S3_D6,S7_D6,0.04516207,0.00564149,187,10
S3_D3,S6_D6,0.04512098,0.00686786,187,11
S2_D2,S2_D5,0.04507274,0.00625218,187,12
S2_D5,S3_D1,0.04506297,0.00570234,187,13
S5_D2,S8_D5,0.04503949,0.00537476,187,14
S4_D7,S7_D7,0.04502494,0.00443926,187,15
S2_D2,S5_D8,0.04498870,0.00431977,187,16
S3_D3,S3_D4,0.04497617,0.00480871,187,17
S3_D3,S6_D3,0.04497309,0.00561808,187,18
S1_D3,S5_D8,0.04492170,0.00470065,187,19
S4_D7,S7_D6,0.04488469,0.00452436,187,20
S3_D4,S6_D3,0.04487417,0.00408754,187,21
S3_D3,S3_D6,0.04486337,0.00607393,187,22
S1_D1,S1_D3,0.04486300,0.00494514,187,23
S2_D5,S7_D7,0.04483358,0.00566503,187,24
S5_D2,S5_D5,0.04481814,0.00467044,187,25
S4_D7,S5_D8,0.04481204,0.00731524,187,26
S8_D5,S8_D8,0.04481046,0.00486797,187,27
S5_D2,S7_D4,0.04478248,0.00586219,187,28
S6_D3,S7_D7,0.04476682,0.00415834,187,29
S8_D5,S8_D7,0.04475508,0.00528073,187,30
S5_D5,S7_D6,0.04470464,0.00541176,187,31
S4_D4,S5_D2,0.04469417,0.00590383,187,32
S7_D6,S7_D7,0.04468387,0.00615998,187,33
S1_D3,S2_D2,0.04467958,0.00545226,187,34
S4_D5,S5_D5,0.04467328,0.00691055,187,35
S7_D4,S8_D5,0.04466312,0.00517712,187,36
S2_D2,S3_D1,0.04465318,0.00499460,187,37
S1_D1,S6_D6,0.04461650,0.00503995,187,38
S4_D5,S8_D5,0.04461011,0.00587534,187,39
S3_D3,S7_D4,0.04460996,0.00560617,187,40
S5_D8,S8_D8,0.04460613,0.00578927,187,41
S3_D1,S3_D6,0.04459868,0.00719889,187,42
S1_D3,S5_D2,0.04457651,0.00531851,187,43
S3_D1,S4_D4,0.04455890,0.00550475,187,44
S1_D3,S2_D5,0.04452944,0.00433174,187,45
S2_D5,S8_D7,0.04450290,0.00542574,187,46
S5_D8,S6_D3,0.04448118,0.00617761,187,47
S2_D1,S5_D2,0.04447410,0.00558380,187,48
S5_D5,S8_D8,0.04446054,0.00476752,187,49
S2_D2,S4_D4,0.04445795,0.00496485,187,50
