ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,R,4.71877515,4,4.00000000
Brodmann.8,L,4.40809595,4,4.00000000
Brodmann.9,R,4.20752883,4,4.00000000
Brodmann.10,R,3.75315690,3,3.00000000
Brodmann.9,L,3.48668790,3,3.00000000
Brodmann.10,L,2.21846688,2,2.00000000
Brodmann.46,R,2.16047275,2,2.00000000
Brodmann.46,L,1.08188164,1,1.00000000
