channel_i,channel_j,mean,std,n_trials,rank
S3_D3,S3_D4,0.04693198,0.00685335,96,1
S3_D1,S3_D6,0.04682849,0.00589640,96,2
S2_D1,S5_D2,0.04627904,0.00707635,96,3
S3_D1,S4_D4,0.04616997,0.00597822,96,4
S6_D3,S7_D7,0.04610147,0.00623120,96,5
S4_D4,S8_D5,0.04603419,0.00589059,96,6
S1_D1,S1_D3,0.04596400,0.00642789,96,7
S3_D3,S7_D4,0.04586125,0.00451244,96,8
S1_D3,S5_D2,0.04580713,0.00653789,96,9
S2_D5,S7_D7,0.04577355,0.00622028,96,10
S5_D5,S5_D8,0.04577167,0.00536166,96,11
S4_D7,S7_D7,0.04571671,0.00446817,96,12
S3_D1,S3_D4,0.04564720,0.00938482,96,13
S1_D3,S5_D8,0.04558170,0.00478311,96,14
S5_D5,S8_D5,0.04550986,0.00586550,96,15
S7_D4,S8_D7,0.04550934,0.00681565,96,16
S3_D3,S3_D6,0.04546761,0.00848888,96,17
S4_D4,S7_D7,0.04540499,0.00569288,96,18
S8_D7,S8_D8,0.04537754,0.00721948,96,19
S4_D7,S8_D7,0.04534751,0.00862445,96,20
S3_D6,S7_D6,0.04532665,0.00404494,96,21
S3_D3,S6_D6,0.04530911,0.00510811,96,22
S1_D3,S3_D3,0.04527546,0.00592020,96,23
S7_D6,S8_D5,0.04525093,0.00667760,96,24
S7_D4,S7_D6,0.04520273,0.00634529,96,25
S4_D7,S7_D6,0.04511125,0.00548502,96,26
S4_D4,S4_D5,0.04505058,0.00637858,96,27
S2_D1,S4_D5,0.04502328,0.00928238,96,28
S3_D6,S8_D7,0.04500420,0.00613204,96,29
S1_D1,S2_D2,0.04497962,0.01110801,96,30
S3_D4,S4_D4,0.04486906,0.00770827,96,31
S3_D1,S7_D4,0.04485120,0.00716420,96,32
S3_D1,S8_D8,0.04484797,0.00650189,96,33
S7_D4,S8_D8,0.04484791,0.00610993,96,34
S7_D6,S8_D7,0.04482322,0.00564474,96,35
S3_D4,S3_D6,0.04480885,0.00831332,96,36
S5_D2,S5_D5,0.04476012,0.00700400,96,37
S7_D7,S8_D7,0.04475428,0.00723653,96,38
S2_D5,S3_D1,0.04472046,0.00758277,96,39
S5_D2,S8_D8,0.04469477,0.00911958,96,40
S2_D2,S3_D1,0.04468067,0.00707598,96,41
S3_D4,S6_D6,0.04463489,0.00809084,96,42
S1_D1,S3_D3,0.04463009,0.00732082,96,43
S4_D5,S5_D5,0.04459659,0.00883610,96,44
S8_D5,S8_D7,0.04459545,0.00827997,96,45
S2_D5,S7_D4,0.04457613,0.00672661,96,46
S5_D2,S8_D5,0.04456379,0.00715781,96,47
S3_D3,S7_D6,0.04456288,0.00750754,96,48
S5_D2,S8_D7,0.04455733,0.00762746,96,49
S2_D2,S2_D5,0.04455005,0.00868470,96,50
