channel_i,channel_j,mean,std,n_trials,rank
S3_D3,S3_D4,0.04642662,0.00600257,98,1
S3_D1,S3_D4,0.04585856,0.00777173,98,2
S5_D5,S5_D8,0.04585516,0.00463253,98,3
S1_D1,S1_D3,0.04582308,0.00581537,98,4
S5_D8,S8_D8,0.04575036,0.00583095,98,5
S1_D1,S2_D2,0.04568571,0.00982883,98,6
S2_D5,S7_D7,0.04567769,0.00654209,98,7
S3_D6,S7_D6,0.04561381,0.00624695,98,8
S4_D4,S8_D5,0.04558145,0.00639127,98,9
S1_D3,S5_D8,0.04556086,0.00518185,98,10
S5_D5,S8_D5,0.04551831,0.00452932,98,11
S4_D5,S7_D4,0.04546283,0.00529774,98,12
S7_D6,S7_D7,0.04542563,0.00618327,98,13
S1_D3,S5_D2,0.04541528,0.00633648,98,14
S5_D5,S8_D8,0.04539622,0.00562220,98,15
S1_D3,S3_D3,0.04537721,0.00599161,98,16
S1_D1,S3_D1,0.04535465,0.00646651,98,17
S2_D1,S5_D2,0.04534434,0.00675477,98,18
S5_D5,S7_D4,0.04533833,0.00687799,98,19
S3_D1,S3_D6,0.04530478,0.00796287,98,20
S4_D5,S5_D5,0.04530076,0.00728959,98,21
S3_D3,S7_D4,0.04521738,0.00755890,98,22
S1_D1,S6_D6,0.04507084,0.00485693,98,23
S6_D3,S7_D7,0.04505216,0.00586740,98,24
S3_D6,S8_D7,0.04503844,0.00590846,98,25
S3_D1,S7_D4,0.04502783,0.00717042,98,26
S3_D3,S3_D6,0.04500808,0.00745703,98,27
S2_D2,S3_D1,0.04500547,0.00713443,98,28
S4_D7,S8_D7,0.04492449,0.00744323,98,29
S4_D4,S7_D4,0.04491995,0.00628930,98,30
S7_D4,S8_D7,0.04489606,0.00680376,98,31
S1_D1,S4_D5,0.04485162,0.00725806,98,32
S7_D7,S8_D8,0.04484197,0.00636753,98,33
S4_D7,S8_D8,0.04483962,0.00628368,98,34
S3_D4,S4_D4,0.04483600,0.00782769,98,35
S8_D7,S8_D8,0.04483496,0.00769945,98,36
S3_D4,S7_D4,0.04483432,0.01192042,98,37
S4_D4,S6_D6,0.04481311,0.00661354,98,38
S4_D4,S8_D8,0.04481097,0.00725370,98,39
S4_D4,S5_D2,0.04478088,0.00861185,98,40
S3_D3,S7_D7,0.04477678,0.00686551,98,41
S2_D2,S3_D3,0.04477419,0.00710332,98,42
S8_D5,S8_D8,0.04476888,0.00597287,98,43
S4_D7,S7_D7,0.04476068,0.00608217,98,44
S4_D7,S8_D5,0.04470553,0.00691400,98,45
S4_D4,S7_D7,0.04468190,0.00737619,98,46
S3_D4,S6_D3,0.04465779,0.00601676,98,47
S3_D4,S3_D6,0.04464058,0.00604731,98,48
S2_D5,S7_D6,0.04461295,0.00727055,98,49
S1_D3,S2_D5,0.04460675,0.00718454,98,50
