channel_i,channel_j,mean,std,n_trials,rank
S8_D5,S8_D7,0.04583795,0.00529610,186,1
S7_D4,S7_D6,0.04579152,0.00482730,186,2
S1_D1,S2_D2,0.04578603,0.00787834,186,3
S4_D7,S8_D7,0.04577266,0.00501276,186,4
S8_D5,S8_D8,0.04544947,0.00524365,186,5
S7_D7,S8_D7,0.04541694,0.00588681,186,6
S6_D3,S7_D7,0.04538840,0.00499391,186,7
S1_D3,S2_D2,0.04533108,0.00687645,186,8
S8_D7,S8_D8,0.04532870,0.00609342,186,9
S3_D3,S3_D4,0.04523834,0.00532685,186,10
S4_D7,S7_D7,0.04522533,0.00453363,186,11
S3_D6,S6_D6,0.04514862,0.00647867,186,12
S3_D3,S3_D6,0.04510597,0.00617753,186,13
S4_D4,S8_D5,0.04503609,0.00488419,186,14
S4_D4,S7_D7,0.04498600,0.00498556,186,15
S3_D6,S7_D6,0.04494486,0.00616557,186,16
S5_D5,S7_D6,0.04492124,0.00637301,186,17
S2_D5,S7_D6,0.04487024,0.00604750,186,18
S3_D3,S6_D3,0.04486555,0.00641548,186,19
S4_D7,S8_D5,0.04486189,0.00571454,186,20
S2_D5,S3_D1,0.04485631,0.00531994,186,21
S3_D3,S6_D6,0.04482322,0.00755294,186,22
S3_D4,S3_D6,0.04480014,0.00562381,186,23
S2_D2,S3_D3,0.04479661,0.00552524,186,24
S5_D5,S7_D7,0.04476599,0.00682845,186,25
S3_D3,S7_D6,0.04476382,0.00526431,186,26
S1_D1,S1_D3,0.04474871,0.00559987,186,27
S6_D6,S8_D8,0.04471832,0.00662136,186,28
S3_D1,S3_D6,0.04470079,0.00527383,186,29
S5_D5,S5_D8,0.04465947,0.00677409,186,30
S4_D7,S5_D8,0.04462887,0.00743087,186,31
S4_D7,S7_D6,0.04460074,0.00486851,186,32
S2_D2,S3_D1,0.04459477,0.00526257,186,33
S2_D2,S4_D4,0.04457664,0.00628767,186,34
S5_D2,S8_D5,0.04450674,0.00751043,186,35
S5_D8,S8_D5,0.04448596,0.00516781,186,36
S4_D7,S7_D4,0.04446964,0.00601710,186,37
S2_D1,S5_D5,0.04446113,0.00628316,186,38
S2_D5,S7_D7,0.04444126,0.00714572,186,39
S3_D1,S4_D4,0.04443055,0.00635878,186,40
S1_D1,S3_D3,0.04440204,0.00722477,186,41
S2_D5,S8_D7,0.04438353,0.00628211,186,42
S5_D5,S8_D5,0.04437533,0.00693331,186,43
S7_D4,S8_D7,0.04435505,0.00626438,186,44
S5_D2,S5_D5,0.04435435,0.00572681,186,45
S3_D1,S3_D3,0.04432932,0.00486858,186,46
S1_D3,S2_D5,0.04430991,0.00441625,186,47
S3_D6,S8_D7,0.04430781,0.00568132,186,48
S1_D1,S5_D5,0.04428423,0.00719075,186,49
S5_D8,S8_D7,0.04425989,0.00633619,186,50
