channel_i,channel_j,mean,std,n_trials,rank
S3_D4,S3_D6,0.13472961,0.04218793,182,1
S4_D5,S4_D7,0.13410792,0.04284392,182,2
S7_D4,S7_D6,0.13214830,0.03489946,182,3
S2_D2,S2_D1,0.13060600,0.04575976,182,4
S6_D6,S7_D6,0.12973513,0.04171516,182,5
S3_D6,S6_D6,0.12972292,0.03528534,182,6
S2_D2,S3_D6,0.12948743,0.03718930,182,7
S3_D3,S7_D6,0.12894854,0.03536196,182,8
S2_D5,S7_D6,0.12867685,0.03641296,182,9
S1_D1,S2_D1,0.12854695,0.03268245,182,10
S2_D5,S6_D3,0.12836839,0.04319149,182,11
S4_D4,S7_D7,0.12830338,0.03078799,182,12
S2_D2,S8_D7,0.12824915,0.04025684,182,13
S3_D4,S6_D6,0.12798414,0.03862646,182,14
S2_D5,S5_D8,0.12783089,0.03756446,182,15
S4_D7,S7_D7,0.12768106,0.02900286,182,16
S3_D6,S7_D4,0.12751742,0.03212872,182,17
S4_D7,S5_D5,0.12742519,0.03733700,182,18
S3_D4,S7_D4,0.12730990,0.04124392,182,19
S8_D7,S8_D8,0.12707147,0.03187689,182,20
S8_D5,S8_D8,0.12701128,0.04146925,182,21
S4_D4,S6_D3,0.12675224,0.04051640,182,22
S2_D2,S8_D5,0.12655258,0.03818575,182,23
S4_D4,S5_D5,0.12642531,0.03889203,182,24
S4_D5,S5_D8,0.12619638,0.03492573,182,25
S4_D7,S5_D8,0.12616940,0.03517793,182,26
S2_D1,S7_D6,0.12605745,0.04214254,182,27
S6_D6,S8_D8,0.12583949,0.03643119,182,28
S5_D8,S8_D8,0.12579390,0.03815277,182,29
S2_D2,S3_D3,0.12576778,0.03354521,182,30
S5_D5,S5_D8,0.12575239,0.03547911,182,31
S2_D5,S3_D6,0.12574017,0.03588559,182,32
S4_D7,S8_D7,0.12568833,0.03150483,182,33
S4_D4,S4_D5,0.12544015,0.03233607,182,34
S2_D1,S5_D5,0.12530605,0.02977512,182,35
S3_D6,S7_D6,0.12523139,0.03425166,182,36
S6_D3,S7_D7,0.12515518,0.03200925,182,37
S2_D1,S5_D2,0.12477410,0.03229953,182,38
S3_D6,S8_D8,0.12472815,0.03863066,182,39
S2_D5,S4_D4,0.12460949,0.03370351,182,40
S3_D6,S6_D3,0.12425615,0.03708084,182,41
S7_D4,S8_D8,0.12414671,0.03467409,182,42
S1_D3,S8_D7,0.12410439,0.03799386,182,43
S1_D3,S7_D4,0.12401038,0.03691020,182,44
S5_D5,S6_D3,0.12398391,0.03972663,182,45
S3_D4,S4_D7,0.12397659,0.03466442,182,46
S2_D1,S4_D5,0.12395732,0.03229861,182,47
S4_D5,S8_D8,0.12387646,0.03643912,182,48
S4_D7,S8_D5,0.12386934,0.03329076,182,49
S3_D3,S6_D6,0.12379879,0.03126845,182,50
