channel_i,channel_j,mean,std,n_trials,rank
S3_D3,S3_D4,0.04679098,0.00626799,95,1
S5_D5,S5_D8,0.04616097,0.00404788,95,2
S2_D1,S5_D2,0.04605410,0.00686914,95,3
S1_D1,S1_D3,0.04603172,0.00634488,95,4
S4_D4,S8_D5,0.04584736,0.00583192,95,5
S3_D3,S7_D4,0.04581268,0.00453933,95,6
S7_D4,S8_D7,0.04573093,0.00621721,95,7
S5_D5,S7_D4,0.04558467,0.00671593,95,8
S1_D3,S3_D3,0.04557538,0.00617112,95,9
S4_D7,S8_D7,0.04549899,0.00608711,95,10
S5_D8,S8_D8,0.04546808,0.00811191,95,11
S3_D6,S7_D6,0.04546788,0.00534619,95,12
S4_D7,S8_D5,0.04545396,0.00637374,95,13
S1_D3,S5_D8,0.04544885,0.00514978,95,14
S3_D1,S4_D4,0.04541726,0.00622211,95,15
S3_D3,S6_D6,0.04534164,0.00502633,95,16
S5_D5,S7_D7,0.04532912,0.00648893,95,17
S5_D5,S8_D5,0.04531123,0.00476577,95,18
S3_D1,S7_D4,0.04529954,0.00748164,95,19
S1_D3,S5_D2,0.04521926,0.00643477,95,20
S3_D1,S3_D6,0.04521336,0.00766901,95,21
S7_D7,S8_D7,0.04510835,0.00759748,95,22
S3_D1,S3_D4,0.04509604,0.00899584,95,23
S3_D4,S3_D6,0.04508750,0.00655866,95,24
S4_D4,S7_D7,0.04508477,0.00651550,95,25
S3_D6,S8_D7,0.04508119,0.00619858,95,26
S2_D5,S7_D7,0.04505509,0.00841157,95,27
S6_D3,S7_D7,0.04505204,0.00822772,95,28
S5_D2,S8_D5,0.04499047,0.00751681,95,29
S7_D4,S8_D8,0.04491818,0.00721125,95,30
S2_D5,S3_D1,0.04490912,0.00662662,95,31
S1_D1,S4_D5,0.04488220,0.00691368,95,32
S1_D1,S2_D2,0.04487247,0.01110849,95,33
S4_D4,S4_D5,0.04486332,0.00638150,95,34
S2_D2,S2_D5,0.04483847,0.00796945,95,35
S7_D4,S7_D6,0.04482202,0.00596114,95,36
S4_D4,S5_D2,0.04481390,0.00837336,95,37
S3_D4,S4_D4,0.04481039,0.00784257,95,38
S1_D1,S3_D1,0.04477113,0.00700760,95,39
S7_D6,S8_D5,0.04477081,0.00704952,95,40
S7_D7,S8_D8,0.04474230,0.00826759,95,41
S3_D4,S6_D6,0.04472179,0.00821034,95,42
S4_D5,S5_D5,0.04469760,0.00670839,95,43
S5_D2,S8_D8,0.04469677,0.00720316,95,44
S1_D3,S2_D2,0.04469001,0.00804903,95,45
S5_D2,S7_D4,0.04465673,0.00678271,95,46
S4_D5,S4_D7,0.04463728,0.00663180,95,47
S4_D4,S5_D8,0.04463396,0.00918643,95,48
S8_D5,S8_D7,0.04463207,0.00807434,95,49
S3_D6,S6_D6,0.04462760,0.00798097,95,50
