channel_i,channel_j,mean,std,n_trials,rank
S8_D7,S8_D8,0.04601038,0.00521730,182,1
S1_D3,S2_D2,0.04596633,0.00655970,182,2
S1_D1,S2_D2,0.04596148,0.00841668,182,3
S7_D4,S7_D6,0.04561208,0.00419453,182,4
S8_D5,S8_D7,0.04551616,0.00631867,182,5
S2_D2,S3_D1,0.04535305,0.00547604,182,6
S3_D6,S6_D6,0.04534688,0.00617515,182,7
S6_D3,S7_D7,0.04531786,0.00522717,182,8
S2_D2,S3_D3,0.04523667,0.00518364,182,9
S7_D6,S8_D5,0.04521269,0.00765439,182,10
S1_D1,S1_D3,0.04520455,0.00586494,182,11
S3_D3,S6_D6,0.04515790,0.00719518,182,12
S4_D4,S8_D5,0.04512769,0.00580088,182,13
S2_D2,S4_D4,0.04511845,0.00666902,182,14
S4_D7,S8_D7,0.04508978,0.00498442,182,15
S5_D5,S8_D8,0.04507271,0.00569665,182,16
S3_D3,S3_D6,0.04506276,0.00707865,182,17
S3_D3,S7_D6,0.04504842,0.00501039,182,18
S4_D7,S7_D7,0.04498446,0.00465260,182,19
S8_D5,S8_D8,0.04495588,0.00816892,182,20
S2_D2,S2_D5,0.04487979,0.00630177,182,21
S1_D3,S2_D5,0.04482179,0.00473801,182,22
S3_D6,S7_D6,0.04479957,0.00678308,182,23
S2_D5,S3_D1,0.04477108,0.00543776,182,24
S1_D3,S5_D5,0.04477054,0.00561653,182,25
S3_D3,S3_D4,0.04476702,0.00633787,182,26
S2_D5,S7_D6,0.04469261,0.00638705,182,27
S2_D5,S7_D7,0.04464516,0.00724842,182,28
S3_D1,S4_D4,0.04464467,0.00712080,182,29
S4_D7,S5_D8,0.04464174,0.00758647,182,30
S5_D5,S5_D8,0.04464114,0.00628407,182,31
S5_D8,S8_D5,0.04463037,0.00621551,182,32
S5_D5,S7_D6,0.04462316,0.00693425,182,33
S4_D7,S7_D6,0.04461362,0.00480746,182,34
S3_D4,S3_D6,0.04460900,0.00569344,182,35
S3_D6,S7_D4,0.04459855,0.00497167,182,36
S1_D3,S3_D1,0.04456145,0.00619110,182,37
S2_D2,S2_D1,0.04454067,0.00610954,182,38
S4_D7,S8_D5,0.04449777,0.00621190,182,39
S3_D1,S7_D4,0.04449078,0.00600000,182,40
S7_D6,S7_D7,0.04448712,0.00684501,182,41
S7_D7,S8_D7,0.04445498,0.00753665,182,42
S7_D4,S8_D5,0.04444656,0.00618632,182,43
S6_D6,S8_D8,0.04444070,0.00715650,182,44
S3_D1,S3_D6,0.04443151,0.00774082,182,45
S5_D2,S8_D5,0.04443025,0.00735262,182,46
S1_D1,S5_D5,0.04437140,0.00926145,182,47
S4_D4,S7_D7,0.04435811,0.00536609,182,48
S2_D2,S5_D5,0.04435546,0.00694545,182,49
S4_D7,S7_D4,0.04431891,0.00615600,182,50
