ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.9,R,3.99524456,4,4.00000000
Brodmann.8,L,3.97728687,4,4.00000000
Brodmann.8,R,3.92766875,4,4.00000000
Brodmann.10,R,3.11878740,3,3.00000000
Brodmann.9,L,2.95183230,3,3.00000000
Brodmann.10,L,2.13195706,2,2.00000000
Brodmann.46,R,1.91480064,2,2.00000000
Brodmann.46,L,0.98242271,1,1.00000000
