channel_i,channel_j,mean,std,n_trials,rank
S4_D5,S4_D7,0.15095702,0.04938744,97,1
S4_D4,S6_D6,0.14925359,0.07239346,97,2
S8_D7,S8_D8,0.14800306,0.07254211,97,3
S7_D4,S8_D7,0.14653935,0.07816843,97,4
S4_D4,S4_D7,0.14588322,0.05769272,97,5
S4_D4,S4_D5,0.14430296,0.04288391,97,6
S1_D1,S2_D1,0.14427112,0.07326153,97,7
S2_D1,S5_D2,0.14385924,0.05219801,97,8
S1_D1,S2_D2,0.14276324,0.07688660,97,9
S4_D7,S5_D5,0.14215957,0.04958066,97,10
S4_D7,S8_D5,0.14204827,0.05658093,97,11
S2_D1,S5_D8,0.14160238,0.06823531,97,12
S1_D1,S7_D6,0.14143865,0.06875997,97,13
S2_D5,S5_D8,0.14129426,0.07205484,97,14
S5_D5,S8_D7,0.14106850,0.05708528,97,15
S4_D4,S8_D8,0.14104243,0.05177912,97,16
S3_D4,S6_D6,0.14103068,0.04042317,97,17
S5_D5,S6_D6,0.14087321,0.06195460,97,18
S2_D5,S3_D3,0.14051293,0.06434521,97,19
S4_D4,S5_D5,0.14050378,0.05528657,97,20
S7_D4,S8_D8,0.14045294,0.06799278,97,21
S2_D2,S4_D5,0.14018467,0.06661148,97,22
S3_D6,S6_D6,0.14016594,0.04370930,97,23
S7_D6,S8_D7,0.14006266,0.06472777,97,24
S5_D2,S5_D5,0.13987049,0.06450446,97,25
S4_D4,S5_D2,0.13980024,0.06600596,97,26
S3_D4,S3_D6,0.13972901,0.03682261,97,27
S3_D3,S3_D4,0.13950160,0.04243778,97,28
S4_D4,S6_D3,0.13944252,0.04460375,97,29
S1_D3,S3_D3,0.13944039,0.06126319,97,30
S3_D6,S5_D8,0.13894619,0.05963404,97,31
S5_D2,S8_D8,0.13874361,0.04717643,97,32
S2_D5,S5_D5,0.13865124,0.06098213,97,33
S2_D2,S7_D4,0.13863547,0.05370324,97,34
S2_D1,S6_D3,0.13856803,0.08242223,97,35
S2_D2,S5_D8,0.13832651,0.04485500,97,36
S5_D5,S7_D4,0.13818295,0.05193361,97,37
S3_D4,S4_D4,0.13814697,0.07050772,97,38
S2_D1,S7_D4,0.13800575,0.05775456,97,39
S3_D1,S3_D6,0.13704938,0.05151868,97,40
S3_D1,S6_D3,0.13703707,0.06045536,97,41
S2_D1,S5_D5,0.13696183,0.05617173,97,42
S4_D5,S8_D7,0.13645510,0.06732608,97,43
S2_D1,S4_D5,0.13641287,0.05710142,97,44
S2_D2,S2_D1,0.13634443,0.04912518,97,45
S6_D6,S7_D6,0.13619395,0.04817344,97,46
S1_D1,S5_D2,0.13618185,0.07223483,97,47
S3_D3,S7_D4,0.13601753,0.04353212,97,48
S1_D3,S2_D2,0.13597669,0.05135058,97,49
S1_D3,S7_D4,0.13583770,0.05021935,97,50
