channel_i,channel_j,mean,std,n_trials,rank
S3_D4,S3_D6,0.15231961,0.07187504,93,1
S4_D5,S4_D7,0.14980379,0.07730137,93,2
S3_D3,S7_D6,0.14443851,0.08254091,93,3
S4_D4,S6_D3,0.14308937,0.06157778,93,4
S2_D5,S3_D4,0.14291786,0.07512789,93,5
S2_D5,S7_D6,0.14227583,0.07338182,93,6
S1_D1,S3_D6,0.14121604,0.06547426,93,7
S3_D3,S7_D7,0.14075361,0.07918061,93,8
S4_D7,S5_D5,0.14074369,0.06567208,93,9
S2_D2,S3_D6,0.14043054,0.07749854,93,10
S3_D3,S7_D4,0.13988957,0.05494111,93,11
S3_D4,S6_D6,0.13974470,0.05304524,93,12
S4_D7,S8_D5,0.13963446,0.07397134,93,13
S6_D6,S7_D6,0.13956513,0.05846950,93,14
S7_D4,S7_D6,0.13939430,0.06406564,93,15
S4_D4,S4_D7,0.13882154,0.05834183,93,16
S2_D2,S8_D7,0.13868026,0.06913407,93,17
S8_D7,S8_D8,0.13857567,0.05885514,93,18
S3_D4,S4_D7,0.13857302,0.06580568,93,19
S4_D4,S5_D5,0.13849045,0.04464224,93,20
S7_D4,S8_D7,0.13838163,0.06612327,93,21
S5_D2,S7_D4,0.13837919,0.06440480,93,22
S2_D5,S5_D8,0.13829316,0.05941158,93,23
S1_D1,S4_D5,0.13805920,0.05907384,93,24
S2_D5,S3_D3,0.13791519,0.06146794,93,25
S5_D2,S8_D8,0.13776101,0.06069011,93,26
S4_D4,S4_D5,0.13767654,0.05236045,93,27
S4_D4,S7_D7,0.13761064,0.05200493,93,28
S3_D4,S4_D4,0.13742234,0.05649076,93,29
S1_D1,S2_D1,0.13741472,0.05843172,93,30
S4_D7,S7_D7,0.13712758,0.05719565,93,31
S3_D6,S6_D6,0.13712507,0.05952681,93,32
S1_D3,S7_D4,0.13651529,0.06677772,93,33
S2_D5,S3_D1,0.13635489,0.06333439,93,34
S2_D5,S3_D6,0.13617198,0.05040048,93,35
S4_D4,S8_D8,0.13608772,0.05756189,93,36
S3_D6,S7_D6,0.13605347,0.05723173,93,37
S3_D3,S6_D6,0.13605101,0.04945360,93,38
S5_D5,S8_D7,0.13597627,0.06892475,93,39
S6_D3,S8_D8,0.13591707,0.06615470,93,40
S3_D1,S6_D6,0.13579692,0.06059665,93,41
S2_D2,S5_D2,0.13564563,0.07016081,93,42
S7_D4,S8_D8,0.13561301,0.05985228,93,43
S3_D4,S7_D4,0.13548894,0.08427957,93,44
S4_D5,S8_D8,0.13548766,0.06774773,93,45
S4_D5,S7_D4,0.13540615,0.05950141,93,46
S3_D3,S5_D5,0.13538820,0.07141414,93,47
S2_D2,S3_D3,0.13538371,0.06182109,93,48
S4_D7,S8_D7,0.13489693,0.04866091,93,49
S3_D3,S4_D4,0.13488953,0.05612184,93,50
