channel_i,channel_j,mean,std,n_trials,rank
S3_D3,S3_D4,0.04653827,0.00637435,96,1
S1_D1,S1_D3,0.04632846,0.00646256,96,2
S3_D1,S3_D6,0.04586010,0.00465250,96,3
S7_D6,S8_D5,0.04579926,0.00706362,96,4
S2_D5,S7_D7,0.04574620,0.00731406,96,5
S3_D1,S4_D4,0.04573416,0.00572215,96,6
S1_D1,S2_D2,0.04567190,0.01150441,96,7
S2_D1,S5_D2,0.04566145,0.00718749,96,8
S4_D4,S8_D5,0.04558898,0.00612995,96,9
S5_D8,S8_D8,0.04554469,0.00615095,96,10
S3_D6,S7_D6,0.04552187,0.00451514,96,11
S4_D7,S8_D7,0.04547940,0.00699914,96,12
S1_D3,S3_D3,0.04545595,0.00627057,96,13
S7_D4,S7_D6,0.04540201,0.00537629,96,14
S3_D3,S7_D4,0.04536455,0.00513534,96,15
S7_D4,S8_D7,0.04530449,0.00713956,96,16
S3_D4,S3_D6,0.04530013,0.00549155,96,17
S4_D4,S7_D7,0.04527434,0.00584829,96,18
S3_D4,S4_D4,0.04525635,0.00812406,96,19
S7_D6,S8_D7,0.04520828,0.00602853,96,20
S3_D3,S6_D6,0.04517818,0.00540282,96,21
S3_D6,S8_D7,0.04515435,0.00630933,96,22
S5_D5,S5_D8,0.04514868,0.00611609,96,23
S7_D7,S8_D7,0.04513806,0.00744917,96,24
S2_D1,S5_D5,0.04512883,0.00723960,96,25
S5_D5,S7_D4,0.04503677,0.00739829,96,26
S8_D7,S8_D8,0.04503242,0.00730913,96,27
S4_D7,S5_D2,0.04500211,0.00806625,96,28
S1_D1,S3_D1,0.04497731,0.00779523,96,29
S3_D1,S7_D4,0.04496678,0.00762913,96,30
S8_D5,S8_D7,0.04494046,0.00844385,96,31
S3_D1,S3_D4,0.04493802,0.00924834,96,32
S1_D3,S5_D2,0.04483984,0.00673668,96,33
S7_D6,S8_D8,0.04482940,0.00595420,96,34
S4_D7,S8_D5,0.04477447,0.00690967,96,35
S2_D2,S3_D3,0.04475541,0.00549859,96,36
S5_D5,S7_D6,0.04475400,0.00695826,96,37
S7_D4,S8_D8,0.04474648,0.00737398,96,38
S5_D5,S7_D7,0.04473732,0.00701721,96,39
S1_D3,S2_D2,0.04473639,0.01048835,96,40
S1_D1,S4_D4,0.04473633,0.00858238,96,41
S3_D3,S3_D6,0.04473475,0.00727405,96,42
S1_D1,S5_D5,0.04472906,0.00841298,96,43
S1_D3,S5_D8,0.04472468,0.00541797,96,44
S5_D2,S8_D5,0.04467864,0.00827809,96,45
S2_D1,S4_D5,0.04466794,0.00630976,96,46
S5_D5,S8_D5,0.04465480,0.00557719,96,47
S4_D5,S4_D7,0.04463424,0.00651877,96,48
S2_D1,S3_D3,0.04462127,0.01016059,96,49
S3_D3,S6_D3,0.04460992,0.00686200,96,50
