ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,L,4.08439827,4,4.00000000
Brodmann.8,R,4.00051225,4,4.00000000
Brodmann.9,R,3.85556936,4,4.00000000
Brodmann.10,R,3.05927896,3,3.00000000
Brodmann.9,L,2.92891949,3,3.00000000
Brodmann.10,L,2.15205353,2,2.00000000
Brodmann.46,R,1.88877761,2,2.00000000
Brodmann.46,L,1.03049111,1,1.00000000
