window_idx,t_start_s,t_end_s,mean,std
0,0.00000000,1.60000002,0.02438096,0.00361741
1,0.80000001,2.40000010,0.02464581,0.00396960
2,1.60000002,3.20000005,0.02530785,0.00442820
3,2.40000010,4.00000000,0.02556303,0.00403667
4,3.20000005,4.80000019,0.02599312,0.00395172
5,4.00000000,5.59999990,0.02590073,0.00433592
6,4.80000019,6.40000010,0.02590469,0.00451299
7,5.59999990,7.19999981,0.02609449,0.00453034
8,6.40000010,8.00000000,0.02616488,0.00427249
9,7.19999981,8.80000019,0.02624839,0.00375631
10,8.00000000,9.60000038,0.02659114,0.00376570
11,8.80000019,10.39999962,0.02640521,0.00399995
12,9.60000038,11.19999981,0.02587687,0.00463927
13,10.39999962,12.00000000,0.02559948,0.00419850
14,11.19999981,12.80000019,0.02569827,0.00300178
15,12.00000000,13.60000038,0.02571036,0.00433632
16,12.80000019,14.39999962,0.02593184,0.00354601
17,13.60000038,15.19999981,0.02619088,0.00386966
18,14.39999962,16.00000000,0.02656468,0.00396907
19,15.19999981,16.79999924,0.02724607,0.00999298
20,16.00000000,17.60000038,0.02614830,0.00466123
21,16.79999924,18.39999962,0.02536689,0.00379565
22,17.60000038,19.20000076,0.02595507,0.00401763
23,18.39999962,20.00000000,0.02553100,0.00485155
24,19.20000076,20.79999924,0.02581683,0.00423183
25,20.00000000,21.60000038,0.02576155,0.00358255
26,20.79999924,22.39999962,0.02573446,0.00387609
27,21.60000038,23.20000076,0.02549752,0.00414124
28,22.39999962,24.00000000,0.02577168,0.00393809
29,23.20000076,24.79999924,0.02567754,0.00474825
30,24.00000000,25.60000038,0.02619359,0.00711707
31,24.79999924,26.39999962,0.02545411,0.00402410
32,25.60000038,27.20000076,0.02495371,0.00420229
33,26.39999962,28.00000000,0.02447547,0.00408203
34,27.20000076,28.79999924,0.02452558,0.00404654
35,28.00000000,29.60000038,0.02437773,0.00465065
36,28.79999924,30.39999962,0.02511433,0.00428019
37,29.60000038,31.20000076,0.02531907,0.00618730
38,30.39999962,32.00000000,0.02430678,0.00513191
