channel_i,channel_j,mean,std,n_trials,rank
S3_D3,S3_D4,0.04691527,0.00727744,92,1
S1_D1,S2_D2,0.04690535,0.01280912,92,2
S7_D6,S8_D7,0.04652027,0.00991521,92,3
S5_D5,S7_D7,0.04649102,0.00954467,92,4
S5_D5,S5_D8,0.04647018,0.00929610,92,5
S5_D8,S8_D8,0.04630015,0.01119375,92,6
S3_D4,S4_D4,0.04627564,0.00965542,92,7
S3_D3,S6_D3,0.04624169,0.01072815,92,8
S7_D6,S8_D5,0.04616853,0.01062223,92,9
S1_D1,S5_D5,0.04609787,0.01165378,92,10
S2_D5,S7_D7,0.04608300,0.00759661,92,11
S1_D1,S1_D3,0.04600898,0.00638640,92,12
S1_D1,S3_D1,0.04600678,0.01009495,92,13
S3_D3,S3_D6,0.04599878,0.00967592,92,14
S3_D3,S7_D4,0.04593553,0.00534434,92,15
S8_D5,S8_D7,0.04592878,0.01072651,92,16
S4_D4,S8_D5,0.04592490,0.00755842,92,17
S3_D1,S3_D6,0.04585831,0.00613327,92,18
S3_D4,S6_D6,0.04582377,0.00429491,92,19
S7_D7,S8_D7,0.04580722,0.00967166,92,20
S7_D4,S7_D6,0.04574515,0.00942300,92,21
S3_D6,S7_D6,0.04566311,0.00450972,92,22
S4_D7,S5_D8,0.04562598,0.01282832,92,23
S5_D5,S7_D4,0.04553448,0.00827720,92,24
S1_D3,S2_D2,0.04553233,0.00957561,92,25
S3_D4,S3_D6,0.04552437,0.00671290,92,26
S1_D3,S3_D3,0.04552238,0.00690829,92,27
S3_D1,S3_D4,0.04551672,0.01012578,92,28
S3_D1,S6_D3,0.04550896,0.01090661,92,29
S6_D3,S7_D7,0.04543797,0.00662991,92,30
S5_D5,S8_D8,0.04540528,0.00623461,92,31
S1_D3,S5_D2,0.04535375,0.00693766,92,32
S4_D7,S8_D7,0.04531811,0.00846536,92,33
S3_D3,S7_D7,0.04525477,0.00770808,92,34
S3_D4,S6_D3,0.04523556,0.01051053,92,35
S3_D3,S7_D6,0.04506452,0.00759964,92,36
S5_D5,S7_D6,0.04499718,0.00713250,92,37
S7_D6,S7_D7,0.04499452,0.00837332,92,38
S2_D5,S3_D3,0.04498332,0.00909644,92,39
S4_D4,S4_D7,0.04494144,0.00518608,92,40
S7_D4,S8_D7,0.04493611,0.00773088,92,41
S2_D2,S3_D1,0.04490100,0.00737312,92,42
S2_D5,S3_D1,0.04487849,0.00922702,92,43
S6_D6,S8_D8,0.04486243,0.01010781,92,44
S3_D1,S7_D4,0.04479158,0.00888767,92,45
S1_D3,S4_D4,0.04476764,0.01163810,92,46
S5_D8,S8_D7,0.04476428,0.01104881,92,47
S4_D4,S7_D7,0.04474689,0.00638627,92,48
S5_D2,S8_D8,0.04473329,0.01220896,92,49
S4_D5,S7_D4,0.04470956,0.00655567,92,50
