ba_label,hemi,mean,n_channels_contrib,p_mass_total
Brodmann.8,R,4.02010947,4,4.00000000
Brodmann.9,R,4.01428819,4,4.00000000
Brodmann.8,L,3.99015247,4,4.00000000
Brodmann.9,L,3.00971943,3,3.00000000
Brodmann.10,R,2.98439181,3,3.00000000
Brodmann.10,L,2.00043154,2,2.00000000
Brodmann.46,R,1.99799287,2,2.00000000
Brodmann.46,L,0.98291451,1,1.00000000
