channel_i,channel_j,mean,std,n_trials,rank
S4_D5,S4_D7,0.26143998,0.23176922,92,1
S3_D4,S3_D6,0.25909713,0.23046501,92,2
S3_D4,S6_D6,0.25566348,0.22507362,92,3
S7_D4,S7_D6,0.25127214,0.23015575,92,4
S4_D4,S4_D5,0.25031817,0.22863376,92,5
S2_D5,S4_D4,0.24976458,0.23131098,92,6
S3_D3,S3_D4,0.24853761,0.23217542,92,7
S4_D4,S5_D5,0.24715643,0.23313668,92,8
S3_D3,S7_D4,0.24694304,0.22448264,92,9
S3_D6,S7_D6,0.24639007,0.22987820,92,10
S2_D5,S5_D8,0.24631101,0.23482612,92,11
S5_D5,S7_D4,0.24606770,0.23212232,92,12
S5_D5,S8_D8,0.24587333,0.23872836,92,13
S4_D4,S4_D7,0.24551828,0.22896804,92,14
S6_D6,S7_D6,0.24518690,0.21600799,92,15
S2_D5,S4_D7,0.24470474,0.22423482,92,16
S6_D6,S8_D8,0.24292433,0.23032008,92,17
S2_D5,S3_D6,0.24260931,0.23347126,92,18
S1_D3,S7_D6,0.24216381,0.23044771,92,19
S4_D4,S6_D3,0.24209896,0.22543076,92,20
S2_D1,S4_D5,0.24166018,0.22828698,92,21
S8_D7,S8_D8,0.24160476,0.22465305,92,22
S5_D2,S8_D8,0.24127522,0.22337122,92,23
S8_D5,S8_D8,0.24047077,0.22883035,92,24
S7_D6,S8_D5,0.23976959,0.22657247,92,25
S4_D5,S5_D5,0.23939097,0.22705226,92,26
S3_D1,S6_D6,0.23923790,0.23049951,92,27
S3_D6,S6_D6,0.23917784,0.22491260,92,28
S6_D3,S7_D6,0.23913936,0.23936087,92,29
S4_D7,S5_D5,0.23881882,0.22395083,92,30
S2_D5,S3_D4,0.23825017,0.23731698,92,31
S4_D4,S8_D8,0.23817940,0.22907369,92,32
S3_D4,S4_D4,0.23800483,0.22532418,92,33
S4_D5,S7_D4,0.23783809,0.22600618,92,34
S5_D8,S8_D8,0.23777016,0.22951856,92,35
S5_D2,S8_D7,0.23773311,0.23380032,92,36
S4_D7,S6_D6,0.23697490,0.23843771,92,37
S4_D4,S7_D4,0.23693523,0.23085824,92,38
S5_D5,S6_D3,0.23646528,0.22725809,92,39
S3_D1,S6_D3,0.23643208,0.22203369,92,40
S4_D7,S7_D6,0.23620237,0.23332345,92,41
S1_D3,S7_D7,0.23604545,0.23403701,92,42
S2_D2,S7_D6,0.23602791,0.23314647,92,43
S3_D6,S8_D7,0.23578577,0.22407831,92,44
S3_D4,S6_D3,0.23570496,0.22078529,92,45
S2_D5,S7_D4,0.23569958,0.23120981,92,46
S4_D4,S8_D7,0.23547883,0.21527259,92,47
S4_D5,S7_D6,0.23523228,0.21317360,92,48
S2_D1,S5_D5,0.23521689,0.22667594,92,49
S7_D4,S8_D8,0.23483714,0.22348611,92,50
